name,id,country,languages,broadcast_area,categories,is_nsfw,logo
"Court TV (KRDK-TV8) Fargo, ND",KRDKTV8.us,US,eng,s/US-ND,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (KREM3) Spokane, WA",KREM3.us,US,eng,s/US-WA,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (KREN-TV5) Reno, NV",KRENTV5.us,US,eng,s/US-NV,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (KRFT-LD) Springfield, MO",KRFTLD.us,US,eng,s/US-MO,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (KSAW-LD5) Twin Falls, ID",KSAWLD5.us,US,eng,s/US-ID,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (KSBY4) San Luis Obispo, CA",KSBY4.us,US,eng,s/US-CA,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (KSPX-TV2) Sacramento-Modesto, CA",KSPXTV2.us,US,eng,s/US-CA,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (KSTU-DT3) Salt Lake City, UT",KSTU3.us,US,eng,s/US-UT,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (KSWB-TV3) San Diego, CA",KSWBTV3.us,US,eng,s/US-CA,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (KTHV2) Little Rock, AR",KTHV2.us,US,eng,s/US-AR,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (KTLA3) Los Angeles, CA",KTLA3.us,US,eng,s/US-CA,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (KTNV-TV4) Las Vegas, NV",KTNVTV4.us,US,eng,s/US-NV,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (KTPX-TV3) Tulsa, OK",KTPXTV3.us,US,eng,s/US-OK,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (KTTC4) Rochester, MN",KTTC4.us,US,eng,s/US-MN,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (KTXL3) Sacramento, CA",KTXL3.us,US,eng,s/US-CA,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (KUPB5) Midland, TX",KUPB5.us,US,eng,s/US-TX,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (KUVI-DT5) Bakersfield, CA",KUVIDT5.us,US,eng,s/US-CA,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (KVYE5) Yuma, AZ",KVYE5.us,US,eng,s/US-AZ,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (KWBA-TV4) Sierra Vista, AZ",KWBATV4.us,US,eng,s/US-AZ,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (KWEX-DT4) San Antonio, TX",KWEXDT4.us,US,eng,s/US-TX,local,false,https://cdn.tvpassport.com/image/station/100x100/homeshop.png
"Court TV (KWGN-TV2) Denver, CO",KWGNTV2.us,US,eng,s/US-CO,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (KWPX-TV2) Seattle, WA",KWPXTV2.us,US,eng,s/US-WA,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (KWWL4) Waterloo, IA",KWWL4.us,US,eng,s/US-IA,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (KXXV4) Wavo, TX",KXXV4.us,US,eng,s/US-TX,local,false,https://cdn.tvpassport.com/image/station/100x100/ion_2016.png
"Court TV (KYLX-LD4) Laredo, TX",KYLXLD4.us,US,eng,s/US-TX,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (W34EY-D) Huntsville, AL",W34EYD.us,US,eng,s/US-AL,local,false,https://cdn.tvpassport.com/image/station/100x100/newsy.png
"Court TV (WAOW4) Wausau, WI",WAOW4.us,US,eng,s/US-WI,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WBNG-TV4) Binghampton, NY",WBNGTV4.us,US,eng,s/US-NY,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WCCT-TV2) Hartford, CT",WCCTTV2.us,US,eng,s/US-CT,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WCMH-TV2) Columbus, OH",WCMHTV2.us,US,eng,s/US-OH,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WCNC-TV3) Charlotte, NC",WCNCTV3.us,US,eng,s/US-NC,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WCPO-TV2) Cincinnati, OH",WCPOTV2.us,US,eng,s/US-OH,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WCPX-TV3) Chicago, IL",WCPXTV3.us,US,eng,s/US-IL,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WCSH3) Portland, ME",WCSH3.us,US,eng,s/US-ME,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WCZU-LD) Bowling Green, KY",WCZULD.us,US,eng,s/US-KY,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WDAF-TV3) Kansas City, MO",WDAFTV3.us,US,eng,s/US-MO,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WDFX-TV4) Ozark, AL",WDFXTV4.us,US,eng,s/US-AL,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WDLI) Louisville, OH",WDLITV.us,US,eng,s/US-OH,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WDPX) Vineyard Haven, MA",WDPXTV.us,US,eng,s/US-MA,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WEPX-TV2) Greenville, NC",WEPXTV2.us,US,eng,s/US-NC,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WFKB-LD2) Midland, MI",WFKBLD2.us,US,eng,s/US-MI,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WFNY-CD5) Gloversville, NY",WFNYCD5.us,US,eng,s/US-NY,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WFTS-TV4) Tampa, FL",WFTSTV4.us,US,eng,s/US-FL,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WFXG4) Augusta, GA",WFXG4.us,US,eng,s/US-GA,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WGBA-TV3) Green Bay, WI",WGBATV4.us,US,eng,s/US-WI,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WGCE-CD) Rochester, NY",WGCECD.us,US,eng,s/US-NY,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WGGS-TV7) Greenville, NC",WGGSTV7.us,US,eng,s/US-NC,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WGHP3) High Point, NC",WGHP3.us,US,eng,s/US-NC,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WGN-TV3) Chicago, IL",WGNTV3.us,US,eng,s/US-IL,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WGPS-LP6) Fort Myers, FL",WGPSLP6.us,US,eng,s/US-FL,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WGPX-TV3) Greensboro, NC",WGPXTV3.us,US,eng,s/US-NC,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WHBF-TV2) Rock Island, IL",WHBFTV2.us,US,eng,s/US-IL,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WHCQ-LD3) Cleveland, MS",WHCQLD3.us,US,eng,s/US-MS,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WHDC-LD) Charleston, SC",WHDCLD.us,US,eng,s/US-SC,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WHDF2) Huntsville, AL",WHDF2.us,US,eng,s/US-AL,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WHLZ-LD2) Middleburg, PA",WHLZLD2.us,US,eng,s/US-PA,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WHO-DT4) Des Moines, IA",WHODT4.us,US,eng,s/US-IA,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WHPX-TV3) New London, CT",WHPXTV3.us,US,eng,s/US-CT,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WINP-TV3) Pittsburg, PA",WINPTV3.us,US,eng,s/US-PA,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WIPL-TV2) Lewiston, ME",WIPLTV2.us,US,eng,s/US-ME,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WISE-TV4) Fort Wayne, IN",WISETV4.us,US,eng,s/US-IN,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WIVB-TV2) Buffalo, NY",WIVBTV2.us,US,eng,s/US-NY,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WIYC3) Troy, AL",WIYC3.us,US,eng,s/US-AL,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WJTV4) Jackson, MS",WJTV4.us,US,eng,s/US-MS,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WKBS-TV2) Altoona, PA",WKBSTV2.us,US,eng,s/US-PA,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WKFK-LD5) Biloxi, MS",WKFKLD5.us,US,eng,s/US-MS,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WKOW4) Madison, WI",WKOW4.us,US,eng,s/US-WI,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WKRG-TV4) Mobile, AL",WKRGTV4.us,US,eng,s/US-AL,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WKSY-LD7) Trion, GA",WKSYLD7.us,US,eng,s/US-GA,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WKTC6) Columbia, SC",WKTC6.us,US,eng,s/US-SC,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WLEX-TV4) Lexington, KY",WLEXTV4.us,US,eng,s/US-KY,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WLNE-TV4) New Bedford, MA",WLNETV4.us,US,eng,s/US-MA,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WLPX-TV2) Charleston, WV",WLPXTV2.us,US,eng,s/US-WV,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WLWC) Providence, RI",WLWC.us,US,eng,s/US-RI,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WLZH-LD2) Elliottsburg, PA",WLZHLD2.us,US,eng,s/US-PA,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WMAR-TV5) Baltimore, MD",WMARTV5.us,US,eng,s/US-MD,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WMNN-LD8) Cadillac, MI",WMNNLD8.us,US,eng,s/US-MI,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WMOW4) Crandon, WI",WMOW4.us,US,eng,s/US-WI,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WMYD4) Detroit, MI",WMYD4.us,US,eng,s/US-MI,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WNEM-TV5) Flint, MI",WNEMTV5.us,US,eng,s/US-MI,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WNOL-TV2) New Orleans, LA",WNOLTV2.us,US,eng,s/US-LA,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WNPX-TV2) Cookeville, TN",WNPXTV2.us,US,eng,s/US-TN,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WOTF-DT5) Orlando, FL",WOTFDT5.us,US,eng,s/US-FL,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WPCB-TV2) Greensburg, PA",WPCBTV2.us,US,eng,s/US-PA,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WPCH-TV2) Atlanta, GA",WPCHTV2.us,US,eng,s/US-GA,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WPCP-CD2) New Castle, PA",WPCPCD2.us,US,eng,s/US-PA,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WPGX4) Panama City, FL",WPGX4.us,US,eng,s/US-FL,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WPHL-TV3) Philadelphia, PA",WPHLTV3.us,US,eng,s/US-PA,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WPIX3) New York, NY",WPIX3.us,US,eng,s/US-NY,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WPPX-TV2) Philadelphia, PA",WPPXTV2.us,US,eng,s/US-PA,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WPXA-TV2) Rome (Atlanta), GA",WPXATV2.us,US,eng,s/US-GA,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WPXC-TV2) Jacksonville, FL",WPXCTV2.us,US,eng,s/US-FL,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WPXD-TV2) Detriot, MI",WPXDTV2.us,US,eng,s/US-MI,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WPXE-TV3) Milwaukee, WI",WPXETV3.us,US,eng,s/US-WI,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WPXH-TV2) Birmingham, AL",WPXHTV2.us,US,eng,s/US-AL,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WPXJ-TV2) Buffalo, NY",WPXJTV2.us,US,eng,s/US-NY,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WPXK-TV2) Knoxville, TN",WPXKTV2.us,US,eng,s/US-TN,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WPXP-TV2) West Palm Beach, FL",WPXPTV2.us,US,eng,s/US-FL,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WPXU-TV2) Jacksonville, NC",WPXUTV2.us,US,eng,s/US-NC,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WPXX-TV3) Memphis, TN",WPXXTV3.us,US,eng,s/US-TN,local,false,https://cdn.tvpassport.com/image/station/100x100/grittv.png
"Court TV (WQOW4) Eau Claire, WI",WQOW4.us,US,eng,s/US-WI,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WQPX-TV3) Scranton, PA",WQPXTV3.us,US,eng,s/US-PA,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WRBU2) St Louis, MO",WRBU2.us,US,eng,s/US-MO,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WRDQ2) Orlando, FL",WRDQ2.us,US,eng,s/US-FL,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WREX4) Rockford, IL",WREX4.us,US,eng,s/US-IL,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WRPX-TV2) Raleigh-Durham, NC",WRPXTV2.us,US,eng,s/US-NC,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WSCG-LD) Beaufort, SC",WSCGLD.us,US,eng,s/US-SC,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WSFL-TV2) Miami, FL",WSFLTV2.us,US,eng,s/US-FL,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WSFX-TV2) Wilmington, NC",WSFXTV2.us,US,eng,s/US-NC,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WSIL-TV4) Harrisburg, IL",WSILTV4.us,US,eng,s/US-IL,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WSJV4) South Bend, IN",WSJV4.us,US,eng,s/US-IN,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WSMV-TV4) Nashville, TN",WSMVTV4.us,US,eng,s/US-TN,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WSNN-LD4) Sarasota, FL",WSNNLD4.us,US,eng,s/US-FL,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WSPX-TV2) Syracuse, NY",WSPXTV2.us,US,eng,s/US-NY,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WSYM-TV5) Lansing, MI",WSYMTV5.us,US,eng,s/US-MI,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WTKR2) Norfolk, VA",WTKR2.us,US,eng,s/US-VA,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WTLV4) Jacksonville, FL",WTLV4.us,US,eng,s/US-FL,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WTMJ-TV3) Milwaukee, WI",WTMJTV3.us,US,eng,s/US-WI,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WTVR-TV4) Richmond, VA",WTVRTV4.us,US,eng,s/US-VA,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WTXL-TV5) Tallahassee, FL",WTXLTV5.us,US,eng,s/US-FL,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WUPW4) Toledo, OH",WUPW4.us,US,eng,s/US-OH,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WUPX-TV2) Lexington, KY",WUPXTV2.us,US,eng,s/US-KY,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WUTF-TV5) Boston, MA",WUTFTV5.us,US,eng,s/US-MA,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WVVA4) Bluefield, WV",WVVA4.us,US,eng,s/US-WV,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WWPX-TV3) Martinsburg, WV",WWPXTV3.us,US,eng,s/US-WV,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WXIN3) Indianapolis, IN",WXIN3.us,US,eng,s/US-IN,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WXOW4) La Crosse, WI",WXOW4.us,US,eng,s/US-WI,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WXPX-TV2) Tampa, FL",WXPXTV2.us,US,eng,s/US-FL,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WXYZ-TV4) Detroit, MI",WXYZTV4.us,US,eng,s/US-MI,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WYHB) Chattanooga, TN",WYHBCD.us,US,eng,s/US-TN,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WYPX-TV3) Amsterdam, NY",WYPXTV3.us,US,eng,s/US-NY,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WZPX-TV2) Grand Rapids, MI",WZPXTV2.us,US,eng,s/US-MI,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
"Court TV (WZRB2) Columbia, SC",WZRB2.us,US,eng,s/US-SC,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-2019.png
Court TV Mystery,CourtTVMystery.us,US,eng,c/US,general,false,https://media.localbtv.com/images/phillybtv/logos/20530-53728.png
"Court TV Mystery (K16DH2) Miles City, MT",K16DH2.us,US,eng,s/US-MT,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-mystery.png
"Court TV Mystery (K25OM-D6) Prescott, AZ",K25OMD6.us,US,eng,s/US-AZ,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-mystery.png
"Court TV Mystery (K26GS-D3) Harrison, AR",K26GSD3.us,US,eng,s/US-AR,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-mystery.png
"Court TV Mystery (K28HB2) Alamogordo, NM",K28HB2.us,US,eng,s/US-NM,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-mystery.png
"Court TV Mystery (K30JD-D4) Prescott, AZ",K30JDD4.us,US,eng,s/US-AZ,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-mystery.png
"Court TV Mystery (KAKW-DT4) Austin, TX",KAKWDT4.us,US,eng,s/US-TX,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-mystery.png
"Court TV Mystery (KAMC2) Lubbock, TX",KAMC2.us,US,eng,s/US-TX,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-mystery.png
"Court TV Mystery (KASW6) Phoenix, AZ",KASW6.us,US,eng,s/US-AZ,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-mystery.png
"Court TV Mystery (KASY-TV2) Albuqerque, NM",KASYTV2.us,US,eng,s/US-NM,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-mystery.png
"Court TV Mystery (KAUT-TV3) Oklahoma City, OK",KAUTTV3.us,US,eng,s/US-OK,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-mystery.png
"Court TV Mystery (KBTF-CD3) Bakersfield, CA",KBTFCD3.us,US,eng,s/US-CA,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-mystery.png
"Court TV Mystery (KCBD4) Lubbock, TX",KCBD4.us,US,eng,s/US-TX,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-mystery.png
"Court TV Mystery (KCEC-DT4) Denver, CO",KCECDT4.us,US,eng,s/US-CO,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-mystery.png
"Court TV Mystery (KCIT3) Amarillo, TX",KCIT3.us,US,eng,s/US-TX,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-mystery.png
"Court TV Mystery (KCLO-TV4) Rapid City, SD",KCLOTV4.us,US,eng,s/US-SD,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-mystery.png
"Court TV Mystery (KCPQ3) Tacoma, WA",KCPQ3.us,US,eng,s/US-WA,local,false,https://cdn.tvpassport.com/image/station/100x100/court-tv-mystery.png
